,Name,SafetyGrade,ZIP,Latitude,Longitude,Distance,Address
1335,Atrium Health Stanly,A,28001,35.364566,-80.194498,5666.5491945801,"301 Yadkin Street, Albemarle, NC 28001-3448"
1336,Atrium Health University City,A,28262,35.3066279,-80.7473505,5697.1764494873,"8800 N. Tryon Street, Charlotte, NC 28262-8415"
1337,Atrium Health Wake Forest Baptist Health Wilkes Medical Center,A,28659,36.1584436,-81.1571833,5725.5115422497,"1370 West D St, North Wilkesboro, NC 28659-3506"
1338,"Blue Ridge HealthCare Hospitals, Inc.",A,28655,35.7269292,-81.6543642,5750.5781819178,"2201 South Sterling Street, Morganton, NC 28655-4058"
1339,Carolinas Medical Center,A,28203,35.2032096,-80.8386534,5701.6396053963,"1000 Blythe Boulevard, Charlotte, NC 28203-5871"
1340,Carolinas Medical Center - Mercy,A,28207,35.2103962,-80.8212668,5700.708335142,"2001 Vail Ave, Charlotte, NC 28207-1289"
1341,CaroMont Regional Medical Center,A,28054,35.2717527,-81.1390362,5718.951327494,"2525 COURT DR, GASTONIA, NC 28054-2142"
1342,Carteret Health Care,A,28557,34.726196,-76.7548943,5468.1942924043,"3500 Arendell St, Morehead City, NC 28557-1619"
1343,Catawba Valley Medical Center,A,28602,35.7138325,-81.267284,5728.8698278009,"810 Fairgrove Church Rd, Hickory, NC 28602-9643"
1344,Cone Health -Moses H. Cone Memorial Hospital,A,27401,36.0910211,-79.7865821,5648.9368665384,"1200 N Elm St, Greensboro, NC 27401-1020"
1345,Duke Raleigh Hospital,A,27609,35.8286765,-78.617966,5581.9730561396,"3400 Wake Forest Road, Raleigh, NC 27609-7373"
1346,Duke Regional Hospital,A,27704,36.0562548,-78.9033572,5599.6507549619,"3643 N. Roxboro Road, Durham, NC 27704-2763"
1347,Duke University Hospital,A,27710,36.0070978,-78.9371233,5601.1363109359,"2301 Erwin Road, Durham, NC 27710-0001"
1348,FirstHealth Moore Regional Hospital,A,28374,35.2054472,-79.4562542,5624.0026125799,"155 Memorial Drive, Pinehurst, NC 28374-8710"
1349,FRYE REGIONAL MEDICAL CENTER,A,28601,35.7376001,-81.3371752,5732.9204930261,"420 N CENTER ST, HICKORY, NC 28601-5049"
1350,Johnston Health,A,27577,35.5142656,-78.3343503,5563.6013573863,"509 N. Bright Leaf Boulevard, Smithfield, NC 27577-1376"
1351,"Lenoir Memorial Hospital, Incorporated",A,28503,35.2903702,-77.5831411,5519.7189802583,"100 Airport Road, Kinston, NC 28503-1678"
1352,Margaret R. Pardee Memorial Hospital,A,28791,35.3207957,-82.468116,5793.9197610965,"800 N. Justice Street, Hendersonville, NC 28791"
1353,"MH Mission Hospital McDowell, LLLP",A,28752,35.6638302,-82.0283229,5771.1245891275,"430 Rankin Drive, Marion, NC 28752-6568"
1354,Mission Hospital,A,28801,35.576583,-82.549222,5799.8153229729,"509 Biltmore Avenue, Asheville, NC 28801-4690"
1355,NORTHERN REGIONAL HOSPITAL,A,27030,36.488967,-80.611891,5697.4550322597,"830 ROCKFORD ST, MOUNT AIRY, NC 27030-5365"
1356,Novant Health Brunswick Medical Center,A,28422,34.0312766,-78.2602512,5547.4052133188,"240 Hospital Drive, Bolivia, NC 28422"
1357,Novant Health Forsyth Medical Center,A,27103,36.0760363,-80.2973275,5677.1969250885,"3333 Silas Creek Parkway, Winston-Salem, NC 27103-3090"
1358,Novant Health Huntersville Medical Center,A,28078,35.406344,-80.860052,5704.141829459,"10030 Gilead Road, Huntersville, NC 28078"
1359,Novant Health Kernersville Medical Center,A,27284,36.0913011,-80.0440441,5663.23481529,"1750 Kernersville Medical Parkway, Kernersville, NC 27284-2932"
1360,Novant Health Matthews Medical Center,A,28105,35.120081,-80.713921,5694.0901589066,"1500 Matthews Township Parkway, Matthews, NC 28105-4656"
1361,Novant Health Medical Park Hospital,A,27103,36.0789295,-80.2962448,5677.1567976401,"1950 South Hawthorne Road, Winston-Salem, NC 27103-3993"
1362,Novant Health Mint Hill Medical Center,A,28215,35.2230347,-80.6483859,5691.0747663799,"8201 Healthcare Loop, Charlotte, NC 28215-7072"
1363,Novant Health Presbyterian Medical Center,A,28204,35.2121606,-80.8239542,5700.8706881974,"200 Hawthorne Lane, Charlotte, NC 28204-2528"
1364,Novant Health Rowan Medical Center,A,28144,35.6816784,-80.4706807,5684.161640881,"612 Mocksville Avenue, Salisbury, NC 28144-2799"
1365,Novant Health Thomasville Medical Center,A,27360,35.8798618,-80.1114605,5665.4903422867,"207 Old Lexington Road, Thomasville, NC 27360-3428"
1366,"Rex Hospital, Inc.",A,27607,35.8178703,-78.7025385,5586.5914694934,"4420 Lake Boone Trail, Raleigh, NC 27607-6599"
1367,Sentara Albemarle Medical Center,A,27909,36.3219751,-76.220171,5453.6646498409,"1144 North Road Street, Elizabeth City, NC 27909"
1368,Vidant Beaufort Hospital,A,27889,35.5491719,-77.0378058,5491.5868418471,"628 E. 12th Street, Washington, NC 27889"
1369,Vidant Duplin Hospital,A,28349,34.9649148,-77.9617862,5538.1681457939,"401 North Main Street, Kenansville, NC 28349-9989"
1370,Vidant Roanoke-Chowan Hospital,A,27910,36.285553,-76.994887,5496.0262758441,"500 South Academy Street, Ahoskie, NC 27910"
1371,Wake Forest Baptist Health - Davie Medical Center,A,27006,36.0094646,-80.4478196,5685.1057567386,"329 NC Highway 801 North, Bermuda Run, NC 27006"
1372,Wake Forest Baptist Health High Point Medical Center,A,27262,35.9627218,-80.0135897,5660.6284490854,"601 North Elm Street, High Point, NC 27262-4398"
1373,Wake Forest Baptist Health-Lexington Medical Center,A,27292,35.8059406,-80.2866344,5674.7373422138,"250 Hospital Drive, Lexington, NC 27292-6728"
1374,WakeMed Cary Hospital,A,27518,35.740747,-78.781718,5590.3838335429,"1900 Kildaire Farm Road, Cary, NC 27518"
1375,WakeMed North Hospital,A,27614,35.9092339,-78.5979309,5581.5116309011,"10000 Falls Of Neuse Rd, Raleigh, NC 27614"
1376,WakeMed Raleigh Campus,A,27610,35.7843921,-78.5881394,5579.9549712269,"3000 New Bern Avenue, Raleigh, NC 27610-1295"
1377,Watauga Medical Center,A,28607,36.198777,-81.652227,5753.2575783392,"336 Deerfield Road, Boone, NC 28607-2600"
1378,Wayne UNC Health Care,A,27534,35.3977239,-77.9525029,5541.2959760173,"2700 Wayne Memorial Drive, Goldsboro, NC 27534"
1379,Wesley Long Community,A,27403,36.082922,-79.825137,5651.0186002383,"501 N Elam Ave, Greensboro, NC 27403"
1380,Atrium Health Pineville,B,28210,35.091652,-80.871618,5702.7827085994,"10628 Park Rd, Charlotte, NC 28210"
1381,Atrium Health Union,B,28112,34.9755373,-80.5226194,5682.3748352625,"600 Hospital Drive, Monroe, NC 28112-6000"
1382,Atrium Health Wake Forest Baptist,B,27157,36.0895869,-80.2685787,5675.6937445148,"1 MEDICAL CENTER BOULEVARD, WINSTON-SALEM, NC 27157-0001"
1383,Caldwell UNC Healthcare,B,28645,35.9104686,-81.5353868,5745.0299235627,"321 Mulberry St SW, Lenoir, NC 28645-5720"
1384,CarolinaEast Medical Center,B,28561,35.1144026,-77.0670252,5489.2604874663,"2000 Neuse Boulevard, New Bern, NC 28561"
1385,CENTRAL CAROLINA HOSPITAL,B,27330,35.4689369,-79.1866809,5610.8725311878,"1135 CARTHAGE ST, SANFORD, NC 27330-4111"
1386,Central Harnett Hospital,B,27546,35.4257229,-78.8079657,5589.3565925776,"215 Brightwater Dr, Lillington, NC 27546"
1387,FirstHealth Moore Regional Hospital - Richmond,B,28379,34.92888,-79.750125,5638.5258476286,"925 Long Drive, Rockingham, NC 28379-4815"
1388,Harris Regional Hospital,B,28779,35.3840784,-83.2025716,5835.51464444,"68 Hospital Road, Sylva, NC 28779-2795"
1389,Haywood Regional Medical Center,B,28721,35.5259613,-82.9426477,5821.6118238437,"262 Leroy George Drive, Clyde, NC 28721-9434"
1390,Hugh Chatham Memorial Hospital,B,28621,36.261809,-80.838577,5708.4933610059,"180 Parkwood Drive, Elkin, NC 28621-0560"
1391,Iredell Memorial Hospital,B,28677,35.799858,-80.87863,5707.7137390545,"557 Brookdale Drive, Statesville, NC 28677-1828"
1392,Johnston Health Clayton,B,27520,35.631546,-78.504249,5574.0410302499,"2138 NC Hwy 42 W., Clayton, NC 27520"
1393,Lake Norman Regional Medical Center,B,28117,35.547748,-80.855631,5704.8026875708,"171 Fairview Road, Mooresville, NC 28117"
1394,Maria Parham Health,B,27536,36.3310373,-78.4491854,5576.7320702416,"566 Ruin Creek Road, Henderson, NC 27536-2957"
1395,"Nash Hospitals, Inc.",B,27804,35.9753774,-77.8515827,5540.628223892,"2460 Curtis Ellis Drive, Rocky Mount, NC 27804-2237"
1396,New Hanover Regional Medical Center,B,28401,34.2060312,-77.92158,5529.5864209221,"2131 South 17th Street, Wilmington, NC 28401-7483"
1397,Randolph Health,B,27203,35.7115565,-79.8137427,5647.69769215,"364 White Oak Street, Asheboro, NC 27203-5400"
1398,Rutherford Regional Medical Center,B,28139,35.362202,-81.9660193,5765.9361253962,"288 S. Ridgecrest Avenue, Rutherfordton, NC 28139-3097"
1399,Scotland Health Care System,B,28352,34.752905,-79.4677923,5621.3365552377,"500 Lauchwood Dr., Laurinburg, NC 28352-5599"
1400,Southeastern Regional Medical Center,B,28358,34.6370791,-79.0118523,5594.7263404037,"300 West 27th Street, Lumberton, NC 28358-3017"
1401,Vidant Edgecombe Hospital,B,27886,35.921155,-77.555852,5523.7458195676,"111 Hospital Drive, Tarboro, NC 27886"
1402,Betsy Johnson Regional Hospital,C,28334,35.307153,-78.634739,5578.7218976074,"800 Tilghman Drive, Dunn, NC 28334-5599"
1403,Cape Fear Valley Medical Center,C,28304,35.0326463,-78.9320945,5593.2548673229,"1638 Owen Drive, Fayetteville, NC 28304"
1404,Columbus Regional Healthcare System,C,28472,34.3374767,-78.6945628,5574.4737732762,"500 Jefferson St, Whiteville, NC 28472-9987"
1405,Davis Regional Medical Center,C,28625,35.818754,-80.828965,5705.0657208403,"218 Old Mocksville Road, Statesville, NC 28625-1930"
1406,ONSLOW MEMORIAL HOSPITAL,C,28546,34.7634068,-77.3848707,5503.9899903295,"317 WESTERN BOULEVARD, JACKSONVILLE, NC 28546"
1407,Person Memorial Hospital,C,27573,36.4071367,-78.9852122,5606.9635782602,"615 Ridge Road, Roxboro, NC 27573-4630"
1408,Sampson Regional Medical Center,C,28328,35.008338,-78.323393,5558.8485443158,"607 Beaman Street, Clinton, NC 28328-2697"
1409,UNC Rockingham Health Care,C,27288,36.4948886,-79.7381719,5649.2223990122,"117 E Kings Hwy, Eden, NC 27288-5299"
1410,University of North Carolina Hospitals,C,27514,35.9052851,-79.0496349,5606.589846401,"101 Manning Drive, Chapel Hill, NC 27514"
1411,Vidant Medical Center,C,27834,35.60757,-77.4038515,5512.5068494431,"2100 Stantonsburg Rd, Greenville, NC 27834"
1412,Vidant North Hospital,C,27870,36.432954,-77.64729,5533.3531469434,"250 Smith Church Road, Roanoke Rapids, NC 27870"
1413,Wilson Medical Center,C,27893,35.717711,-77.944417,5543.5688119426,"1705 Tarboro Street, SW, Wilson, NC 27893-3428"
1414,Granville Medical Center,F,27565,36.326615,-78.592865,5584.6356749025,"1010 College Street, Oxford, NC 27565-2507"
1415,Cape Fear Valley Hoke Healthcare,G,28376,35.0298847,-79.1072586,5603.0825119957,"210 Medical Pavilion Dr, Raeford, NC 28376-9111"
1416,Martin General Hospital,G,27892,35.839746,-77.0730983,5496.217988179,"310 South McCaskey Road, Williamston, NC 27892-2150"
1417,Bryan East Campus,A,68506,40.7966945,-96.6509997,6565.635393929,"1600 South 48th Street, Lincoln, NE 68506-1283"
1418,Bryan West Campus,A,68502,40.7894293,-96.6980919,6568.1297076017,"2300 South 16th Street, Lincoln, NE 68502-3704"
1419,Great Plains Health,A,69101,41.1216524,-100.7703943,6777.2233278901,"601 West Leota Street, North Platte, NE 69101-6598"
1420,Kearney Regional Medical Center,A,68845,40.6824932,-99.1126015,6694.6791023872,"804 22nd Avenue, Kearney, NE 68845-2206"
1421,Bellevue Medical Center,B,68123,41.1372483,-95.9479998,6527.3580335233,"2500 Bellevue Medical Center Drive, Bellevue, NE 68123"
1422,CHI Health Creighton University Medical Center - Bergan Mercy,C,68124,41.2393534,-96.0307467,6531.1638696077,"7500 Mercy Road, Omaha, NE 68124-2319"
1423,CHI Health Good Samaritan,C,68847,40.706473,-99.0813486,6692.8787706874,"10 East 31st Street, Kearney, NE 68847-2926"
1424,CHI Health Lakeside,C,68130,41.2377133,-96.1805177,6538.9337282481,"16901 Lakeside Hills Court, Omaha, NE 68130"
1425,CHI Health Midlands,C,68046,41.135853,-96.040111,6532.1462624121,"11111 South 84th Street, Papillion, NE 68046-4122"
1426,CHI Health St Francis,C,68803,40.925789,-98.3715967,6654.4400981341,"2620 West Faidley Ave, Grand Island, NE 68803-4297"
1427,CHI Health St. Elizabeth,C,68510,40.8081559,-96.626893,6564.3182175482,"555 S 70th St, Lincoln, NE 68510-2462"
1428,Columbus Community Hospital,C,68601,41.4532832,-97.3838187,6599.9883863308,"4600 38th Street, Columbus, NE 68601"
1429,Faith Regional Health Services,C,68701,42.0324267,-97.4530692,6600.0892184945,"2700 West Norfolk Avenue, Norfolk, NE 68701"
1430,Mary Lanning Memorial Hospital,C,68901,40.5923777,-98.3874847,6657.4728951863,"715 North St Joseph Avenue, Hastings, NE 68901-4497"
1431,Methodist Fremont Health,C,68025,41.4515239,-96.4918423,6553.9579542786,"450 EAST 23RD ST, Fremont, NE 68025"
1432,Methodist Hospital,C,68114,41.2579686,-96.0416436,6531.6390951416,"8303 Dodge Street, Omaha, NE 68114-4108"
1433,Nebraska Medical Center,C,68105,41.2565109,-95.9779752,6528.3471468465,"4350 Dewey Ave, Omaha, NE 68105"
1434,CHI Health Immanuel,D,68122,41.32182,-96.0213285,6530.2802020478,"6901 N. 72nd Street, Omaha, NE 68122-1799"
1435,Regional West Medical Center,D,69361,41.8869477,-103.6647547,6917.9424875206,"4021 Avenue B, Scottsbluff, NE 69361-4695"
1436,Dartmouth-Hitchcock Medical Center,A,03756,43.6754423,-72.2732892,5339.1518250623,"1 Medical Center Drive, Lebanon, NH 03756-0001"
1437,Frisbie Memorial Hospital,A,03867,43.2979036,-70.961637,5269.2429101645,"11 Whitehall Road, Rochester, NH 03867-3297"
1438,Parkland Medical Center,A,03038,42.8758495,-71.3175747,5280.1062531178,"1 Parkland Drive, Derry, NH 03038-2750"
1439,Portsmouth Regional Hospital,A,03801,43.0647779,-70.7900535,5257.1134830018,"333 Borthwick Avenue, Portsmouth, NH 03801-7004"
1440,Concord Hospital - Laconia,B,03246,43.52835,-71.4629101,5297.364849639,"80 Highland Street, Laconia, NH 03246"
1441,Exeter Hospital,B,03833,42.9836908,-70.9351128,5262.9524344381,"5 Alumni Drive, Exeter, NH 03833"
1442,St. Joseph Hospital of Nashua,B,03060,42.7493836,-71.4803099,5286.1983437288,"172 Kinsley Street, Nashua, NH 03060"
1443,Wentworth-Douglass Hospital,B,03820,43.2133603,-70.8741352,5263.6113783283,"789 Central Avenue, Dover, NH 03820-2589"
1444,Catholic Medical Center,C,03102,42.9912409,-71.4746434,5289.6321410621,"100 McGregor Street, Manchester, NH 03102-3770"
1445,Concord Hospital,C,03301,43.1977499,-71.5617779,5297.0942142089,"250 Pleasant Street, Concord, NH 03301-2598"
1446,Elliot Hospital,C,03103,42.9839902,-71.4377832,5287.7044495856,"1 Elliot Way, Manchester, NH 03103-3599"
1447,Cheshire Medical Center,D,03431,42.948882,-72.2918455,5329.3171496165,"580 Court Street, Keene, NH 03431-1718"
1448,Southern New Hampshire Medical Center,D,03060,42.7564177,-71.4620843,5285.4045773261,"8 Prospect Street, Nashua, NH 03060-3925"
1449,Capital Health Medical Center - Hopewell,A,08534,40.2920865,-74.803273,5421.2347006054,"One Capital Way, Pennington, NJ 08534"
1450,Chilton Medical Center,A,07444,40.968746,-74.27589,5402.3067447509,"97 W. Parkway, Pompton Plains, NJ 07444-1696"
1451,Englewood Hospital and Medical Center,A,07631,40.9041925,-73.9683297,5385.7088070684,"350 Engle Street, Englewood, NJ 07631-1898"
1452,Hackensack Meridian Bayshore Medical Center,A,07733,40.4054853,-74.1917012,5390.9245186683,"727 North Beers Street, Holmdel, NJ 07733-1598"
1453,Hackensack Meridian Jersey Shore University Medical Center,A,07753,40.2079578,-74.0416912,5380.6809937659,"1945 Route 33, Neptune, NJ 07753"
1454,Hackensack Meridian Ocean University Medical Center,A,08724,40.0783573,-74.1298186,5383.6399037451,"425 Jack Martin Boulevard, Brick, NJ 08724"
1455,Hackensack Meridian Old Bridge Medical Center,A,08857,40.3829844,-74.3228867,5397.4356522473,"1 Hospital Plaza, Old Bridge, NJ 08857"
1456,Hackensack Meridian Palisades Medical Center,A,07047,40.793845,-73.9963845,5385.7428817383,"7600 River Road, North Bergen, NJ 07047-6217"
1457,Hackensack Meridian Pascack Valley Medical Center,A,07675,40.9856954,-74.0155388,5389.1705386869,"250 Old Hook Road, Westwood, NJ 07675-3123"
1458,Hackensack Meridian Raritan Bay Medical Center,A,08861,40.5189064,-74.2817831,5396.9942438472,"530 New Brunswick Avenue, Perth Amboy, NJ 08861"
1459,Hackensack Meridian Riverview Medical Center,A,07701,40.3538638,-74.0631812,5383.626244962,"1 Riverview Plaza, Red Bank, NJ 07701-9982"
1460,Hunterdon Medical Center,A,08822,40.5314173,-74.8608056,5427.0776601661,"2100 Wescott Drive, Flemington, NJ 08822-4604"
1461,Inspira Medical Center Mullica Hill,A,08062,39.7163396,-75.1523946,5432.6794801996,"700 Mullica Hill Road, Mullica Hill, NJ 08062"
1462,Inspira Medical Center Vineland,A,08360,39.44534,-75.0584681,5424.619790877,"1505 W. Sherman Avenue, Vineland, NJ 08360-7059"
1463,Jefferson Cherry Hill Hospital,A,08002,39.9279312,-75.0162818,5428.0179727363,"2201 Chapel Avenue West, Cherry Hill, NJ 08002-2048"
1464,Jefferson Stratford Hospital,A,08084,39.8283062,-75.0083188,5426.4374057761,"18 East Laurel Road, Stratford, NJ 08084-1327"
1465,Jefferson Washington Township Hospital,A,08012,39.7353389,-75.0661529,5428.3814805178,"435 Hurffville-Cross Keys Road, Turnersville, NJ 08012-2453"
1466,Monmouth Medical Center,A,07740,40.2950943,-73.9856012,5378.8685546861,"300 Second Avenue, Long Branch, NJ 07740-6303"
1467,Morristown Medical Center,A,07962,40.7896261,-74.4655683,5409.8244249522,"100 Madison Ave, Morristown, NJ 07962"
1468,Newton Medical Center,A,07860,41.0575041,-74.7682372,5428.6568173407,"175 High Street, Newton, NJ 07860-1004"
1469,Overlook Medical Center,A,07901,40.7121367,-74.3540516,5403.1228403634,"99 Beauvoir Avenue, Summit, NJ 07901"
1470,Penn Medicine Princeton Medical Center,A,08536,40.3398191,-74.6240079,5412.5095042013,"1 Plainsboro Road, Plainsboro, NJ 08536"
1471,Robert Wood Johnson University Hospital Rahway,A,07065,40.6130787,-74.2909286,5398.6374013535,"865 Stone Street, Rahway, NJ 07065-2797"
1472,Saint Clare's Hospital of Denville,A,07834,40.8951563,-74.4653213,5411.1157931919,"25 Pocono Road, Denville, NJ 07834-2954"
1473,Saint Michael's Medical Center,A,07102,40.7439016,-74.1744135,5394.2692805907,"111 Central Avenue, Newark, NJ 07102-2094"
1474,Saint Peter's University Hospital,A,08901,40.5014908,-74.459056,5405.9409174699,"254 Easton Avenue, New Brunswick, NJ 08901-1780"
1475,St. Luke's Warren Campus,A,08865,40.702113,-75.178597,5445.5207839583,"185 Roseberry Street, Phillipsburg, NJ 08865-9955"
1476,St. Mary's General Hospital,A,07055,40.8591182,-74.1375933,5393.8273518156,"350 Boulevard, Passaic, NJ 07055"
1477,The Valley Hospital,A,07450,40.983589,-74.100474,5393.4977872714,"223 N. Van Dien Avenue, Ridgewood, NJ 07450-9982"
1478,Virtua Voorhees Hospital,A,08043,39.8421363,-74.9270764,5422.3516080043,"100 Bowman Drive, Voorhees, NJ 08043-1597"
1479,Atlanticare Regional Medical Center-Mainland Campus,B,08240,39.4783938,-74.540401,5397.7773826965,"65 W. Jimmie Leeds Road, Pomona, NJ 08240-9102"
1480,Cape Regional Medical Center,B,08210,39.0875376,-74.8168417,5407.7278150294,"2 Stone Harbor Boulevard, Cape May Court House, NJ 08210-9990"
1481,Capital Health Regional Medical Center,B,08638,40.2359566,-74.7519114,5417.8960878116,"750 Brunswick Avenue, Trenton, NJ 08638-4174"
1482,Clara Maass Medical Center,B,07109,40.7857506,-74.1764016,5394.8977460256,"1 Clara Maass Drive, Belleville, NJ 07109-3557"
1483,Community Medical Center,B,08755,39.9650437,-74.2167809,5386.7623785059,"99 Route 37 W., Toms River, NJ 08755"
1484,Hackensack Meridian Hackensack University Medical Center,B,07601,40.883869,-74.0555963,5389.929458342,"30 Prospect Avenue, Hackensack, NJ 07601-1912"
1485,Hackensack Meridian JFK University Medical Center,B,08818,40.5566276,-74.350227,5400.9975142933,"65 James Street, Edison, NJ 08818-3059"
1486,Hudson Regional Hospital,B,07094,40.7919455,-74.0732781,5389.6723305279,"55 Meadowlands Parkway, Secaucus, NJ 07094-1580"
1487,Inspira Medical Center Elmer,B,08318,39.5877011,-75.1806211,5432.6789908796,"501 Front Street, Elmer, NJ 08318-1090"
1488,Jersey City Medical Center,B,07302,40.7166564,-74.0501726,5387.5302078722,"355 Grand Street, Jersey City, NJ 07302"
1489,Monmouth Medical Center Southern Campus,B,08701,40.0730373,-74.2186841,5388.1956686237,"600 River Avenue, Lakewood, NJ 08701-4281"
1490,Newark Beth Israel Medical Center,B,07112,40.7102476,-74.2136147,5395.8653326482,"201 Lyons Avenue, Newark, NJ 07112-2027"
1491,Robert Wood Johnson University Hospital at Hamilton,B,08690,40.2161214,-74.6720664,5413.5101305238,"1 Hamilton Health Place, Hamilton, NJ 08690-3599"
1492,Robert Wood Johnson University Hospital Somerset,B,08876,40.5681171,-74.5952649,5413.7951793499,"110 Rehill Avenue, Somerville, NJ 08876-2598"
1493,Saint Clare's Hospital of Dover,B,07801,40.885001,-74.5754089,5416.6482635495,"400 West Blackwell Street, Dover, NJ 07801"
1494,Virtua Marlton Hospital,B,08053,39.8821208,-74.9183025,5422.3631320494,"90 Brick Road, Marlton, NJ 08053-9697"
1495,Atlanticare Regional Medical Center - City Campus,C,08401,39.3585111,-74.4342481,5390.7599372723,"1925 Pacific Avenue, Atlantic City, NJ 08401-6713"
1496,CarePoint Health-Bayonne Medical Center,C,07002,40.6681933,-74.1131495,5390.161547602,"29 E. 29th Street, Bayonne, NJ 07002-4699"
1497,CarePoint Health-Christ Hospital,C,07306,40.7343975,-74.0495992,5387.7253812705,"176 Palisade Avenue, Jersey City, NJ 07306-1196"
1498,Carepoint Health-Hoboken University Medical Center,C,07030,40.741148,-74.0341469,5387.0157423646,"308 Willow Avenue, Hoboken, NJ 07030-3889"
1499,CentraState Medical Center,C,07728,40.2380737,-74.3115864,5395.0606645476,"901 W. Main Street, Freehold, NJ 07728-2549"
1500,Cooper University Hospital,C,08103,39.941517,-75.116804,5433.4253188228,"1 Cooper Plaza, Camden, NJ 08103-1489"
1501,Cooperman Barnabas Medical Center,C,07039,40.763542,-74.3049261,5401.2327546278,"94 Old Short Hills Road, Livingston, NJ 07039-5668"
1502,Hackensack Meridian Mountainside Medical Center,C,07042,40.8123067,-74.2045424,5396.6787825747,"1 Bay Avenue, Montclair, NJ 07042-4898"
1503,Hackensack Meridian Southern Ocean Medical Center,C,08050,39.7210809,-74.285275,5387.3410096928,"1140 Route 72 W., Manahawkin, NJ 08050-2499"
1504,Hackettstown Regional Medical Center,C,07840,40.8617149,-74.816019,5428.7380257574,"651 Willow Grove Street, Hackettstown, NJ 07840-1792"
1505,Robert Wood Johnson University Hospital,C,08901,40.4953282,-74.4498466,5405.389090085,"One Robert Wood Johnson Place, New Brunswick, NJ 08901"
1506,Salem Medical Center,C,08079,39.5938949,-75.4453896,5446.6536091945,"310 Woodstown Road, Salem, NJ 08079-2080"
1507,Shore Medical Center,C,08244,39.3146928,-74.5929234,5398.5875132832,"100 Medical Center Way, Somers Point, NJ 08244-2387"
1508,St. Francis Medical Center of Trenton,C,08629,40.216605,-74.7412866,5417.1122323365,"601 Hamilton Avenue, Trenton, NJ 08629-1986"
1509,Trinitas Regional Medical Center RWJBH,C,07202,40.6597536,-74.2139583,5395.2507315919,"225 Williamson Street, Elizabeth, NJ 07202-3625"
1510,University Hospital,C,07103,40.7406294,-74.1910884,5395.0864971158,"150 Bergen Street, Newark, NJ 07103-6750"
1511,Virtua Memorial Hospital dba Virtua Mt Holly Hospital,C,08060,39.9861288,-74.7949977,5417.1571269919,"175 Madison Avenue, Mount Holly, NJ 08060-2099"
1512,Virtua Our Lady of Lourdes Hospital,C,08103,39.9279279,-75.0947329,5432.1147371209,"1600 Haddon Avenue, Camden, NJ 08103-3117"
1513,Virtua Willingboro Hospital,C,08046,40.0466266,-74.8808324,5422.3490032894,"218 Sunset Road, Willingboro, NJ 08046-1162"
1514,CareWell Health Medical Center,D,07018,40.754531,-74.213524,5396.415719608,"300 Central Avenue, East Orange, NJ 07018"
1515,Holy Name Medical Center,D,07666,40.8831082,-74.0106982,5387.614606613,"718 Teaneck Road, Teaneck, NJ 07666-4281"
1516,St. Joseph's University Medical Center,D,07503,40.9022582,-74.1661378,5395.8377992192,"703 Main Street, Paterson, NJ 07503-2691"
1517,St. Joseph's Wayne Medical Center,D,07470,40.9467486,-74.2032364,5398.3027285635,"224 Hamburg Turnpike, Wayne, NJ 07470"
1518,Bergen New Bridge Medical Center,G,07652,40.9556374,-74.0628492,5391.2134899693,"230 E. Ridgewood Avenue, Paramus, NJ 07652"
1519,CHRISTUS St. Vincent Regional Medical Center,A,87505,35.6595345,-105.9457829,7109.2181660257,"455 St. Michael's Drive, Santa Fe, NM 87505-7663"
1520,Lovelace Regional Hospital - Roswell,A,88201,33.4168883,-104.5210746,7052.7418467298,"117 East 19th Street, Roswell, NM 88201"
1521,Eastern New Mexico Medical Center,B,88201,33.423915,-104.5285985,7053.1027892863,"405 West Country Club Road, Roswell, NM 88201-5209"
1522,Gerald Champion Regional Medical Center,B,88310,32.9264282,-105.9347154,7138.5927158841,"2669 North Scenic, Alamogordo, NM 88310"
1523,Lovelace Medical Center-Downtown,B,87102,35.0861468,-106.6399527,7154.3855528708,"601 Dr. Martin Luther King Jr. Ave NE, Albuquerque, NM 87102"
1524,Lovelace Women's Hospital,B,87109,35.1319202,-106.5906893,7151.1063894712,"4701 Montgomery Blvd NE, Albuquerque, NM 87109-1251"
1525,Memorial Medical Center,B,88011,32.2913762,-106.7371439,7191.5663100939,"2450 South Telshor Boulevard, Las Cruces, NM 88011-5076"
1526,Presbyterian Santa Fe Medical Center,B,87507,35.6165864,-106.0251239,7114.100929693,"4801 Beckner Road, Santa Fe, NM 87507"
1527,Carlsbad Medical Center,C,88220,32.4416443,-104.2579987,7046.9399237586,"2430 West Pierce Street, Carlsbad, NM 88220-3597"
1528,Lovelace Westside Hospital,C,87114,35.2075205,-106.6771935,7155.0353484348,"10501 Golf Course Road NW, Albuquerque, NM 87114-5000"
1529,Presbyterian Espanola Hospital,C,87532,35.9972067,-106.0877646,7113.1954690984,"1010 SPRUCE STREET, Espanola, NM 87532-2746"
1530,Presbyterian Hospital,C,87106,35.081573,-106.635382,7154.1843612474,"1100 CENTRAL AVE SE, Albuquerque, NM 87106-4934"
1531,Presbyterian Rust Medical Center,C,87124,35.2193616,-106.6931858,7155.7855516417,"2400 Unser Blvd SE, Rio Rancho, NM 87124"
1532,Rehoboth McKinley Christian Health Care Services,C,87301,35.5073023,-108.7272283,7264.8616367624,"1901 RED ROCK DRIVE, Gallup, NM 87301-5683"
